"","date","id","text"
"141","2012-06-05 19:25",210089880565465088,"Get to know the President’s blueprint for making college more affordable: http://t.co/7mXpwRah"
"142","2012-06-05 20:51",210111717840142336,"Weigh in with what you’d like to see on the @CFPB’s “Know Before You Owe” college financial aid shopping sheet: http://t.co/lxeI6d1k"
"143","2012-06-06 18:13",210434360862711808,"Massachusetts was 47th out of 50 states in job creation with Mitt Romney at the helm: http://t.co/bIQouqf0"
"144","2012-06-06 19:18",210450686868062208,"VP Biden on the 334,000 manufacturing jobs created in the past two years: http://t.co/Ovx3t5lA"
"145","2012-06-06 20:22",210466777547812864,"“It's going to empower students and families to be back in the driver's seat.”—VP Biden on new college financial aid tools"
"146","2012-06-06 21:57",210490588762615808,"The VP and the @CFPB are helping every college student get the right info on how to pay for their education: http://t.co/SG5iwCQP"
"147","2012-06-07 21:21",210843885382021120,"The VP enjoyed some frozen custard with locals in downtown Winston-Salem yesterday: http://t.co/M3GGpWkT"
"148","2012-06-08 16:17",211129735651131392,"Photo of the day: VP Biden dancing with his daughter Ashley at her wedding on Saturday. http://t.co/ThUOq3N5"
"149","2012-06-08 18:21",211160988483985408,"While Romney’s policies are the same ones that led us into the 2008 economic crisis, the President is fighting to get folks back on the job."
"150","2012-06-08 21:39",211210933182283776,"The choice for the middle class is clear—Romney would cut jobs for teachers and first responders; the President would put them back to work."
"151","2012-06-08 22:47",211227986140217344,"The President’s jobs plan would put folks back to work right away—tell Congress we can’t wait: http://t.co/Xe5zp0j3"
"152","2012-06-11 20:17",212277487344943104,"Cutting jobs for teachers, firefighters, and police officers won’t grow the economy—but that’s Mitt Romney’s plan: http://t.co/3OvwvV13"
"153","2012-06-12 20:57",212649814117203968,"The Romney campaign doubled down on its pledge to cut jobs for teachers, firefighters, and police officers yesterday: http://t.co/zfXzLWVe"
"154","2012-06-12 21:46",212662277764161536,"The President’s plan to put cops and firefighters back to work would protect our nation’s “most basic obligation” to keep our citizens safe."
"155","2012-06-12 22:36",212674669680144384,"Romney Economics means fewer teachers, fewer firefighters, and fewer police officers: http://t.co/ruNTxNG9"
"156","2012-06-12 23:36",212689906366029824,"The VP meets with supporters after speaking at a fire station in Flint, Michigan in 2011: http://t.co/V9fHPs4v"
